slice_id	semantic_entity	scope_root	android_arm64	android_armv7	ios_arm64	ios_armv7	evidence_status	implementation	analysis_report	verification	remaining_gap
MP-D11-PLAYER-ALLPLAYING	Player allplaying root-excluding type-3 borrowed-child depth-first recursion local-last and malformed boundaries	motionplayer.dll	Player_getAllplaying@0x6CA214	Player_getAllplaying@0x5924EC	Player_getAllplaying@0x10011CEA4	Player_getAllplaying@0x11B8C4	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:220; cpp/plugins/motionplayer/MotionNodeBridge.cpp:26; tests/unit-tests/plugins/motionplayer-dll.cpp:23851	analysis/motionplayer_player_allplaying_hascamera_four_binary_2026-08-26.md	four fresh callback decompiles/disassemblies + exact stride/field/borrow audit; removed non-reference diagnostic logging; existing recursion/malformed tests; formal build unavailable	No remaining implementable semantic gap; the exact wrong-native null dereference is an intentionally unexercised process-crash boundary; formal build unavailable
MP-C11-PLAYER-HASCAMERA	Player hasCamera complete live flat-deque type-5 structural scan including synthetic root	motionplayer.dll	Player_getHasCamera@0x6CA378	Player_getHasCamera@0x5925E0	Player_getHasCamera@0x10011CFA8	Player_getHasCamera@0x11B972	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:742; tests/unit-tests/plugins/motionplayer-dll.cpp:30689	analysis/motionplayer_player_allplaying_hascamera_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh callback decompiles/disassemblies + libstdc++/libc++ deque iterator audit + existing inactive-node structural test; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C11-PLAYER-VARIABLE-KEYS	Player variableKeys fresh Array physical scope-deque order String CopyRefs duplicates and empty keys	motionplayer.dll	Player_getVariableKeys@0x6CE77C	Player_getVariableKeys@0x5948D0	Player_getVariableKeys@0x1001200B4	Player_getVariableKeys@0x11EDC0	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:713; tests/unit-tests/plugins/motionplayer-dll.cpp:12351	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_player_variable_keys_four_binary_2026-08-26.md	fresh four complete getter streams plus String append/reserve helpers; exact prefix Items and no-result-publication boundary; arm64 Android landing arm64 iOS LSDA cold and armv7 iOS SjLj destroy local Array; Android armv7 no local cleanup	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-L11-PLAYER-CHARA-PROPS	Player chara and stealthChara ttstr CopyRef getters flags coordinator pending owner and value-gated live invalidation	motionplayer.dll	get/set@0x6D6850/0x6BE27C; stealth@0x6D6870/0x6D6890; inner@0x6AFDA0	get/set@0x598DC0/0x58A484; stealth@0x598DE0/0x598E00; outer/inner@0x5805FC/0x580554	get/set@0x1001254A4/0x1001138D8; stealth@0x1001254C4/0x1001254E4; outer/inner@0x100107AFC/0x100107A2C	get/set@0x1246B8/0x1112E4; stealth@0x1246D8/0x1246F8; outer/inner@0x105140/0x105098	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:374; cpp/plugins/motionplayer/PlayerCore.cpp:401; tests/unit-tests/plugins/motionplayer-dll.cpp:23696; tests/unit-tests/plugins/motionplayer-dll.cpp:23897	analysis/motionplayer_player_chara_motion_properties_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	16 fresh property callback decompiles/disassemblies + four outer and four live-helper audits + exact owner/field/exception ordering; two recovered A32 getter functions; existing boundaries; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-D11-PLAYER-MOTION-PROP-ROUTE	Player motion and stealthMotion CopyRef getters typed flags routing pending stealth owner and playImpl entry	motionplayer.dll	get/set@0x6D6924/0x6BEF00; stealth@0x6D6944/0x6D6964; playImpl@0x6AF664	get/set@0x598E08/0x58AD8C; stealth@0x598E28/0x598E48; play/playImpl@0x5800EC/0x580158	get/set@0x1001254F4/0x1001143D0; stealth@0x100125514/0x100125534; play/playImpl@0x1001074A4/0x100107540	get/set@0x124700/0x111E00; stealth@0x124720/0x124740; play/playImpl@0x104A7C/0x104AE8	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:421; cpp/plugins/motionplayer/PlayerTimeline.cpp:84; tests/unit-tests/plugins/motionplayer-dll.cpp:23653	analysis/motionplayer_player_chara_motion_properties_four_binary_2026-08-26.md	16 fresh property callback decompiles/disassemblies + four outer play coordinators + exact pending owner/flags route audit; existing typed/queue tests; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-D11-PLAYER-PROCESSED-MESH	Player processedMeshVerticesNum recursive uint32 accumulation shared child visitor particle-index-zero repetition capture allocation normal destruction and target EH frontiers	motionplayer.dll	Player_getProcessedMeshVerticesNum_guess@0x6CE3F8 50 instructions manager@0x6F29EC cleanup@0x6CE494	Player_getProcessedMeshVerticesNum_guess@0x594710 41 instructions manager@0x5AFA7C no local landing	Player_getProcessedMeshVerticesNum_guess@0x10011FDA8 41 instructions SBO vtable@0x1019ADC48 LSDA cold cleanup@0x10011FE50	Player_getProcessedMeshVerticesNum_guess@0x11EA6C 76 instructions SBO vtable@0x17777BC cleanup@0x11EB40	IMPLEMENTED	cpp/plugins/motionplayer/PlayerLayerQuery.cpp:642; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:651; cpp/plugins/motionplayer/Player.h:172	analysis/motionplayer_player_child_visitor_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_player_leaf_methods_four_binary_2026-08-26.md	fresh four complete 50/41/41/76 bodies plus Android managers libc++ vtables 14-instruction arm64 iOS LSDA cold cleanup and 21-instruction armv7 iOS SjLj cleanup; exact allocation-before-visitor unobservable partial counter wrap normal destroy and 3-cleanup/1-no-local-landing matrix; local common RAII source matches; IDBs named commented bookmarked saved; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-STOP-SYNC	Player stop and releaseSyncWait exact independent byte stores	motionplayer.dll	stop@0x6D6E10; releaseSyncWait@0x6D6E28	stop@0x599118; releaseSyncWait@0x59913A	stop@0x100125938; releaseSyncWait@0x100125954	stop@0x124B2E; releaseSyncWait@0x124B54	IMPLEMENTED	cpp/plugins/motionplayer/PlayerTimeline.cpp:299; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:430; tests/unit-tests/plugins/motionplayer-dll.cpp:17385; tests/unit-tests/plugins/motionplayer-dll.cpp:23727	analysis/motionplayer_player_leaf_methods_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	eight fresh leaf decompiles/disassemblies + exact byte/retained-state audit + existing typed wrapper/state tests; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-CAMERA-OFFSETS	Player float cameraOffset fresh x/y Dictionary and independent binary64 stereovision camera position triplet	motionplayer.dll	setCameraOffset@0x6D6E18; get shared tail@0x6CDE90; stereo@0x6CD420	set/getCameraOffset@0x599120/0x59441C; stereo@0x593F44	set/getCameraOffset@0x100125940/0x10011F6EC; stereo@0x10011F54C	set/getCameraOffset@0x124B36/0x11E220; stereo@0x11E038	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:915; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:762; tests/unit-tests/plugins/motionplayer-dll.cpp:30767	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_player_leaf_methods_four_binary_2026-08-26.md	fresh complete x/y Dictionary getter streams existing setter/stereo audits and adjacent iOS cold functions; exact SetValue prefix-commit and no-result-publication; arm64 Android landing arm64 iOS LSDA cold and armv7 iOS SjLj ordinary cases release with destructor-throw terminate; Android armv7 no local cleanup	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-DEFAULT-HOOKS	Player default onAction/onSync no-ops and onGroundCorrection/onFindMotion Variant identity callbacks	motionplayer.dll	onAction/onSync/onGround/onFind@0x6D6E30/0x6D6E34/0x6D6E38/0x6D6E40	onAction/onSync/onGround/onFind@0x599142/0x599144/0x599146/0x599152	onAction/onSync/onGround/onFind@0x10012595C/0x100125960/0x100125964/0x10012596C	onAction/onSync/onGround/onFind@0x124B5C/0x124B5E/0x124B60/0x124B6C	IMPLEMENTED	cpp/plugins/motionplayer/Player.h:472; cpp/plugins/motionplayer/PlayerMotionLoad.cpp:37; tests/unit-tests/plugins/motionplayer-dll.cpp:13717; tests/unit-tests/plugins/motionplayer-dll.cpp:21536	analysis/motionplayer_player_leaf_methods_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	16 fresh callback decompiles/disassemblies + typed Variant owner/ignored-extra audit + existing identity/consumer tests; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-SETVARIABLE-RAW	Player setVariable native-instance raw callback arity conversion order mode default and binder route	motionplayer.dll	Player_setVariableRaw@0x6CE250 -> binder@0x6C1A48	Player_setVariableRaw@0x594680 -> binder@0x58C4D8	Player_setVariableRaw@0x10011FD04 -> binder@0x100116410	Player_setVariableRaw@0x11E978 -> binder@0x113D54	IMPLEMENTED	cpp/plugins/motionplayer/Player.h:450; cpp/plugins/motionplayer/PlayerVariable.cpp:443; tests/unit-tests/plugins/motionplayer-dll.cpp:77; tests/unit-tests/plugins/motionplayer-dll.cpp:24736	analysis/motionplayer_player_variable_root_layernames_four_binary_2026-08-26.md; analysis/motionplayer_player_variable_binder_dataflow_four_binary_2026-08-27.md	four fresh callback decompiles/disassemblies plus dedicated four-binary binder HM1/HM2/ramp cache-rebuild caller and old-tree lifecycle closure; corrected Player* callback signature and writeVal-vs-weight reset bug; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C11-PLAYER-GETVARIABLE	Player getVariable splitter precedence normalized HM1 vs raw HM2 hash lookup and missing positive zero	motionplayer.dll	Player_getVariable@0x6CA77C; splitter@0x6CDFD4; HM1/HM2@+0x108/+0x140	Player_getVariable@0x592810; splitter@0x594508; HM1/HM2@+0xC0/+0xDC	Player_getVariable@0x10011D3D8; splitter@0x10011F8D0; HM1/HM2@+0xD0/+0xF8	Player_getVariable@0x11BD50; splitter@0x11E494; HM1/HM2@+0xA0/+0xB4	IMPLEMENTED	cpp/plugins/motionplayer/PlayerVariable.cpp:20; cpp/plugins/motionplayer/PlayerVariable.cpp:352; cpp/plugins/motionplayer/internal/ttstr_hash.h:24; tests/unit-tests/plugins/motionplayer-dll.cpp:24689	analysis/motionplayer_player_variable_root_layernames_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	eight fresh getter/splitter decompiles/disassemblies + exact map/hash/value/missing boundary audit + existing separator/snapshot-distinction tests; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-C11-PLAYER-MODROOT-LAYERNAMES	Player modifyRoot unchecked unconditional dirty and getLayerNames fresh in-order UTF16 map substring filter	motionplayer.dll	modifyRoot@0x6CA490; getLayerNames@0x6CE4C0	modifyRoot@0x5926DE; getLayerNames@0x594798	modifyRoot@0x10011D1DC; getLayerNames@0x10011FE88	modifyRoot@0x11BB72; getLayerNames@0x11EB7C	IMPLEMENTED	cpp/plugins/motionplayer/PlayerCore.cpp:931; cpp/plugins/motionplayer/PlayerLayerQuery.cpp:415; cpp/plugins/motionplayer/internal/player_containers.h:73; tests/unit-tests/plugins/motionplayer-dll.cpp:24775; tests/unit-tests/plugins/motionplayer-dll.cpp:30139	analysis/motionplayer_tjs_array_dictionary_exception_frontiers_four_binary_2026-08-27.md; analysis/motionplayer_player_variable_root_layernames_four_binary_2026-08-26.md	fresh four complete getLayerNames streams adjacent iOS cold cleanup and existing modifyRoot audit; exact UTF16 map order/filter/String append prefix and no-result-publication boundary; arm64 Android landing arm64 iOS LSDA cold and armv7 iOS SjLj destroy local Array; Android armv7 no local cleanup	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-A11-PLAYER-DRAW-AFFINE	Player six-component draw-affine storage float translation and original-double identity flag	motionplayer.dll	shared tail@0x6D22F4 via EmotePlayer thunk@0x67F2C8	Player_setDrawAffineTranslateMatrix@0x596C40	Player_setDrawAffineTranslateMatrix@0x100122D54	Player_setDrawAffineTranslateMatrix@0x121D90	IMPLEMENTED	cpp/plugins/motionplayer/PlayerDrawDispatch.cpp:19; tests/unit-tests/plugins/motionplayer-dll.cpp:30933	analysis/motionplayer_player_affine_skip_exist_four_binary_2026-08-26.md	four fresh callback decompiles/disassemblies + exact field/input-order/original-double flag audit; removed non-reference trace; added underflow boundary test; formal build unavailable	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-D11-PLAYER-SKIP-TO-SYNC	Player skipToSync gate retained tag owner dead property reads reentrant upper reload and cursor publication	motionplayer.dll	Player_skipToSync@0x6D08E4	Player_skipToSync@0x595C48	Player_skipToSync@0x100121A78	Player_skipToSync@0x1207F8	IMPLEMENTED	cpp/plugins/motionplayer/PlayerTimeline.cpp:39; tests/unit-tests/plugins/motionplayer-dll.cpp:17415	analysis/motionplayer_player_affine_skip_exist_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh full decompiles/disassemblies + exact field/property/hint/owner/reentrant audit; recovered A64 function boundary; extensive existing tests; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
MP-B11-PLAYER-SKIP-FP	Player skipToSync lower-clamp AArch64 FMAX versus ARMv7 ordered compare boundary	motionplayer.dll	FMAX@0x6D0B84	VCMPE@0x595DA6	FMAX@0x100121C40	VCMPE@0x1209BA	PLATFORM_BOUNDARY	cpp/plugins/motionplayer/PlayerTimeline.cpp:69; tests/unit-tests/plugins/motionplayer-dll.cpp:17445	analysis/motionplayer_player_affine_skip_exist_four_binary_2026-08-26.md	four exact disassembly searches and common ordered source comparison	Add explicit per-ISA emulation only if bit-exact signed-zero/NaN behavior is required; do not distort common source
MP-L11-PLAYER-ISEXIST	Player isExistMotion path owner borrowed ResourceManager persistent context alias status-ignore and local hint	motionplayer.dll	Player_isExistMotion@0x6CDBD4	Player_isExistMotion@0x5942F4	Player_isExistMotion@0x10011F558	Player_isExistMotion@0x11E054	IMPLEMENTED	cpp/plugins/motionplayer/PlayerResource.cpp:908; tests/unit-tests/plugins/motionplayer-dll.cpp:13290	analysis/motionplayer_player_affine_skip_exist_four_binary_2026-08-26.md; analysis/motionplayer_coverage_status_reconciliation_2026-08-27.md	four fresh full decompiles/disassemblies + exact path/call/owner/context/hint/status audit + existing reentrant failed-status tests; formal build unavailable; stale status reconciled only after the cited downstream body owner container or root closure	No remaining semantic gap in the final root-reachable denominator; formal CMake unit and Web builds remain unavailable in this environment
